State,City,Locality,Dealer,Email,Mobile number
Madhya Pradesh,Indore,Loha Mandi,"Nakoda Marketing
Varsha Jain
26, Mahavir Market, Behind Devshree Talkies
Loha Mandi, Indore, Madhya Pradesh
0731-2464614
9826017449
0731-3012825
nakodamkt@rediffmail.com", nakodamkt@rediffmail.com, 9826017449
Madhya Pradesh,Indore,M.G. Road,"Pace Corporation
Nitesh Nahta
LGA, Sunrise Tower, 579
M.G. Road, Indore, Madhya Pradesh
07312-546253
9425903935|9302124634
07312-2497011
pacecorporation1@gmail.com
Pace Aircon Engineer
Rupesh Nahta
LG-4, Sunrise Tower, 579
M.G. Road, Indore, Madhya Pradesh
0731-2430894|2432694
9425081755
paceairconengineer@rediffmail.com", pacecorporation1@gmail.com paceairconengineer@rediffmail.com, 9425903935|9302124634 9425081755
Madhya Pradesh,Indore,Maharani Road,"Himanshu Enterprises
Mrs.Kiran Kalwani
LG-44, Prem Trade Centre, (M.P.)
Maharani Road, Indore, Madhya Pradesh
452007
0731-2533881
9425066478
himanshuenterprisesind@gmail.com", himanshuenterprisesind@gmail.com, 9425066478
Madhya Pradesh,Indore,Nagar Nigam Road,"Cool Corner
Manmohan Singh Basin
83,Nagar Nigam Road
Nagar Nigam Road, Indore, Madhya Pradesh
9926800022 / 9926804400
coolcorner2007@gmail.com", coolcorner2007@gmail.com, 9926800022 / 9926804400
Madhya Pradesh,Indore,New Lohamandi,"Harsh Enterprises
Jyoti Kataria
26, Mahaveer Market
New Lohamandi, Indore, Madhya Pradesh
452001
9406833775
airmarshal.ac@gmail.com", airmarshal.ac@gmail.com, 9406833775
Madhya Pradesh,Indore,Palasia Point,"Seva
Jaya Babel
156, Akbar Ali Complex, - 01
Palasia Point, Indore, Madhya Pradesh
07582-2536741|3292159
9425101201
vatanu_kool@yahoo.co.in", vatanu_kool@yahoo.co.in, 9425101201
Madhya Pradesh,Indore,Sangeeta Road,"CPR Distributors Pvt. Ltd.
Purshottam Chhabra|Gaurav Pahwa
13, Sneh Nagar, Trisatya Sapna
Sangeeta Road, Indore, Madhya Pradesh
452001
0731-4265577
7389910370
0731-4265530
sanjay@lotuselectronics.com", sanjay@lotuselectronics.com, 7389910370
Madhya Pradesh,Indore,Scheme No. 54,"M/s AIR CARE
F.N. 229, Scheme No. 54 Vijay Nagar
Scheme No. 54, Indore, Madhya Pradesh
452001
8889618886
care.air@gmail.com", care.air@gmail.com, 8889618886
Madhya Pradesh,Indore,Scheme No. 78-II,"C A Services
Prashant Pavecha
Plot No 218, Near Doshi Honda Service Centre
Scheme No. 78-II, Indore, Madhya Pradesh
452010
9893631115
hvacrstores@gmail.com", hvacrstores@gmail.com, 9893631115
Madhya Pradesh,Indore,South Tukoganj,"Apex Marketing
Kapil Jain
13/4, Hotel Embassy Lane, B.O.I. Colony
South Tukoganj, Indore, Madhya Pradesh
452001
0731-2522015
9826051296
apexmarketting88@yahoo.co.in
Air Shoppe
Amit Vijayvargiya|Keshav Choudhary
M-22/23, Trade Centre
South Tukoganj, Indore, Madhya Pradesh
452001
0731-2526680
9826026680|9826020731
airshoppe1@rediffmail.com", apexmarketting88@yahoo.co.in airshoppe1@rediffmail.com, 9826051296 9826026680|9826020731
Madhya Pradesh,Indore,Trade Center,"Airshoppe
Amit Vijayvargiya
Upper ground floor
Trade Center, Indore, Madhya Pradesh
452001
9303270034
airshoppe@gmail.com", airshoppe@gmail.com, 9303270034
Madhya Pradesh,Indore,Usha Nagar,"B.K. Enterprises
Balkrisana Arora
215, Lower Ground Main Road
Usha Nagar, Indore, Madhya Pradesh
452009
0731-4029111
9406666622
arora.bhavya3330@gmail.com", arora.bhavya3330@gmail.com, 9406666622
Madhya Pradesh,Jabalpur,City Coffee House Road,"Bajaj Traders
Mahaesh Bajaj
8/9, Hitkarini Market
City Coffee House Road, Jabalpur, Madhya Pradesh
482002
2480581
9300876000
mahesh.bajajtraders@gmail.com", mahesh.bajajtraders@gmail.com, 9300876000
Madhya Pradesh,Jabalpur,Madan Mahal,"Air Perfection
Vikrant Nema
595/A
Madan Mahal, Jabalpur, Madhya Pradesh
482001
7612415100
9425325622
7612415101
airperfectionjbp@gmail.com", airperfectionjbp@gmail.com, 9425325622
Madhya Pradesh,Jabalpur,Naudra Bridge,"Maheshwari Agencies
Sharad Jetha
5-6, Deshbandhu Complex
Naudra Bridge, Jabalpur, Madhya Pradesh
0761-2621649 |0761-4046985
9827093609
sharadjetha@yahoo.co.in
Sagar Enterprises
Saral Jain
Shop Nos 2 Ground Floor, Centre Plaza Building
Naudra Bridge, Jabalpur, Madhya Pradesh
07162-245545
9425146545
saraljain_sagar@rediffmail.com", sharadjetha@yahoo.co.in saraljain_sagar@rediffmail.com, 9827093609 9425146545
Madhya Pradesh,Jabalpur,Nitkarni Market,"Bhawani Traders
Mr Krishan Chand Parwani
Shop No 3, Nitkarni Market,Opp. Victoria Hospital,Jabalpur,MP
Nitkarni Market, Jabalpur, Madhya Pradesh
482002
7614065751
9424915000
deepu15000@gmail.com", deepu15000@gmail.com, 9424915000
Madhya Pradesh,Jabalpur,Sobhapur,"Max Cool Solutions Pvt Ltd
Khan Shahnawaz
Plot No -1730/6A
Sobhapur, Jabalpur, Madhya Pradesh
482009
9769171702|9892742584
maxcoolhvac@yahoo.co.in", maxcoolhvac@yahoo.co.in, 9769171702|9892742584
Madhya Pradesh,Jabalpur,Wright Town,"S.A.Enterprises
Amit Jain
Shop No 2,Jeevan Chhaya Appartment,Gate No 4
Wright Town, Jabalpur, Madhya Pradesh
482002
9300755578
saenterprises_12@yahoo.in
Usha Corporation
Vivek Nema
111, First Floor, Sukheja Tower, Near Bus Stand
Wright Town, Jabalpur, Madhya Pradesh
482002
0761-2404007
9425151007
ushacorp@hotmail.com", saenterprises_12@yahoo.in ushacorp@hotmail.com, 9300755578 9425151007
Madhya Pradesh,Katni,,"Bhagwati Motors
Beena Bajaj
Bhagwati Chowk
Madhya Pradesh
07622- 222541/325665
7622222541|9977775599
bhagwatimotors@gmail.com", bhagwatimotors@gmail.com, 7622222541|9977775599
Madhya Pradesh,Khandwa,Gidwani Market,"Power Point Electronics
Rishi Singh Hora
Gidwani Market, Near Bank of Baroda
Gidwani Market, Khandwa, Madhya Pradesh
450001
9826012777|8839372323
rishihora7777@gmail.com", rishihora7777@gmail.com,
Madhya Pradesh,Mandsaur,Mandsaur,"Rajendra Motors Electronics
Naresh Kumar Chandwani
Nehru Bus Stand
Mandsaur, Mandsaur, Madhya Pradesh
458001
7422223949
9425107718
rajendramotorselectronics@gmail.com", rajendramotorselectronics@gmail.com, 9425107718
Madhya Pradesh,Ratlam,Naharpura,"Ratlam Electric Stores
Chetan kumur jhalani|Rohit jhalani
Dalumodi Bazar
Naharpura, Ratlam, Madhya Pradesh
91 7412 235278
9425927278|7412200000
91 7412 231095
rohitjhalani@gmail.com", rohitjhalani@gmail.com, 9425927278|7412200000
Madhya Pradesh,Rewa,Narsingh Complex,"Electronic Zone
Aashish Tiwari
Infront of Shilpi plaza 'B' Block
Narsingh Complex, Rewa, Madhya Pradesh
07662- 406462
9827393943
aashishtiwari_28@rediffmail.com", aashishtiwari_28@rediffmail.com, 9827393943
Madhya Pradesh,Rewa,University Road,"Click' n Cool
Yogendra Datt Sharma
Angoori Building, I Floor, University Road, Rewa
University Road, Rewa, Madhya Pradesh
0766-240812
9827286299
clickncool@rediffmail.com", clickncool@rediffmail.com, 9827286299
Madhya Pradesh,Sagar,Civil Lines,"Shagun
Saurabh Agarwal
G-4, Dwarikaji Complex
Civil Lines, Sagar, Madhya Pradesh
07582-222377
9425171877 |9425171466
agarwal_saur@rediffmail.com", agarwal_saur@rediffmail.com, 9425171877 |9425171466
Madhya Pradesh,Satna,Rewa Road,"Rama Power Solution
Shammi Puri
opp.PNB near Parijat Niwas
Rewa Road, Satna, Madhya Pradesh
485001
07672- 401153
9993520057
Ramapower@gmail.com", Ramapower@gmail.com, 9993520057
Madhya Pradesh,Shahdol,,"Dadariya Sales And Service
Shyam B. Dadariya
Main Road
Madhya Pradesh
484001
07652-248673
9425181311
07652-248673
sbdadariya@yahoo.co.in
Chaudhary Agencies
Mr.Sourabh jain
Near Old Nagar
Palika, Shahdol, Madhya Pradesh
484001
9425180680
chaudharyshahdol@gmail.com", sbdadariya@yahoo.co.in chaudharyshahdol@gmail.com, 9425181311 9425180680
Madhya Pradesh,Shahdol,Palika,"Chaudhary Agencies
Mr.Sourabh jain
Near Old Nagar
Palika, Shahdol, Madhya Pradesh
484001
9425180680
chaudharyshahdol@gmail.com", chaudharyshahdol@gmail.com, 9425180680
Madhya Pradesh,Shivpuri,,"Agrawal Sales Corporation
vishnu agarwal
Madhav Showk
Shivpuri, Shivpuri, Madhya Pradesh
473551
74972234028
vkagl@yahoo.co.in
Rathi & Sons
Nand Kishore Rathi
New Block
Madhya Pradesh
7492223717
nandkishorerathi@yahoo.com", vkagl@yahoo.co.in nandkishorerathi@yahoo.com, 7492223717
Madhya Pradesh,Shivpuri,Shivpuri,"Agrawal Sales Corporation
vishnu agarwal
Madhav Showk
Shivpuri, Shivpuri, Madhya Pradesh
473551
74972234028
vkagl@yahoo.co.in", vkagl@yahoo.co.in,
Madhya Pradesh,Singrauli,Post Vidhyanagar,"Arvind Refrigeration
Arvind Diwakar
18-19, Shivaji Complex, Navjeevan Bihar,
Post Vidhyanagar, Singrauli, Madhya Pradesh
07805-247092
9926001729
arvindrefrigerations@gmail.com", arvindrefrigerations@gmail.com, 9926001729
Madhya Pradesh,Ujjain,Freeganj,"M/s. Prince tv & electronics
Dilip dadwani
Freeganj, Ujjain, Madhya Pradesh
0734- 2525093|0734-2513893
9425091118
ujjainprince@yahoo.com", ujjainprince@yahoo.com, 9425091118
Madhya Pradesh,Ujjain,Nanakheda,"Reliance Digital Retail Ltd.
Ahsanul Zafar
RDRL Treasure Mall Store, LG-02 Treasure Bazaar, Treasure Island, Dhanvantri Chikitsa Kendra Yojana
Nanakheda, Ujjain, Madhya Pradesh
456006
9302323027
ahsanul.zafar@zmail.ril.com", ahsanul.zafar@zmail.ril.com, 9302323027
Madhya Pradesh,Vidisha,Gala Mandir Road,"Prabhat Refrigeration
Ms Pratima Sharma
Shop No 76,City Centre,Gala Mandir Road,Vidisha ,MP
Gala Mandir Road, Vidisha, Madhya Pradesh
9893749753
prabhatref2003@gmail.com", prabhatref2003@gmail.com, 9893749753
Maharashtra,Ahmednagar,MIDC,"Lakhmi Electronics
Mr Prakash Lakhmichand Dembla
Block No A-64,MIDC,Ahmednagar
MIDC, Ahmednagar, Maharashtra
02412344576/232183
9420028717
prak26876@yahoo.com", prak26876@yahoo.com, 9420028717
Maharashtra,Ahmednagar,Station Road,"Ram Refrigeration & Electronics Pvt. Ltd.
Ram L. Mehgani
110, Marketyard,Station Road
Station Road, Ahmednagar, Maharashtra
414001
0241-2419143
9422223285
ram@ramagency.co.in", ram@ramagency.co.in, 9422223285
Maharashtra,Akola,Gandhi Chowk,"Khandelwal Electronic & General Agencies
Ajay Khandelwal
Gandhi Chowk,
Gandhi Chowk, Akola, Maharashtra
444001
0724-2423167
9823007660
ajayb.khandelwal@gmail.com", ajayb.khandelwal@gmail.com, 9823007660
Maharashtra,Akola,MG Road,"Khandelwal Electronics & General Agency
Ajay Khandelwal
Gandhi Chowk
MG Road, Akola, Maharashtra
444001
9823007660
ajayb.khandelwal@gmail.com", ajayb.khandelwal@gmail.com, 9823007660
Maharashtra,Amravati,Amravati,"Raj Enterprises
Aliasgar F Jamnagarwala
Shop No 10, Gulshan Tower, 1st floor, Near Big Cinema
Amravati, Amravati, Maharashtra
444601
7507809786
7507809786
rajenterprises_31@rediffmail.com", rajenterprises_31@rediffmail.com, 7507809786
Maharashtra,Amravati,Bus Stand Road,"Vakhariya Associates
Rajnikant V. Vakharia
Bus Stand Road, Opp. Hotel Ramgiri
Bus Stand Road, Amravati, Maharashtra
444601
0721-2663213
9370155899
vakharia_virat@rediffmail.com", vakharia_virat@rediffmail.com, 9370155899
Maharashtra,Andheri,"MIDC, Andheri","A2 Airconditioning Company Pvt. Ltd.
Mr.Vinay Kochar|Mrs Megha Kochar
Unit No 28,Upper Ground Floor, Mistry Industrial Estate, MIDC Cross Road A,Near Tunga Vihar Hotel,MIDC ,Andheri(E)
MIDC, Andheri, Andheri, Maharashtra
400093
022-28242730/40
9820100359
a2airconditioning@gmail.com", a2airconditioning@gmail.com, 9820100359
Maharashtra,ANDHERI E,,"Infiniti Retail Limited
Ms. Sweety Bachani |Mr. Saumil Desai
Unit-701 & 702, 7th Floor, Kaledonia Sahar Road
Maharashtra
400069
02267613634 |02267613703
corporate@croma.com", corporate@croma.com, 02267613634 |02267613703
Maharashtra,Aurangabad,Cannaught Place,"Airtech Engineers
Hemant D Birangal
15/16, Disha Alankar, Rathi Galaxy, CIDCO
Cannaught Place, Aurangabad, Maharashtra
431003
2406451321
9422705352
airtechengineers2005@yahoo.co.in", airtechengineers2005@yahoo.co.in, 9422705352
Maharashtra,Aurangabad,CIDCO,"Royal Refrigeration Co.
Mr.Munaf F. Khatib|-
Fame Tapadia Complex, Next to ICICI Bank, Shop Number 28 and 29,
CIDCO, Aurangabad, Maharashtra
431003
0240-2485479|2486579
9657704127. 9657704134|9822028929
0240-2485703
zenrefrige@yahoo.com", zenrefrige@yahoo.com, 9657704127. 9657704134|9822028929
Maharashtra,Aurangabad,Jalna Road,"Dhoot Comfort Systems
Mr. Dhoot|
Opp. Sanya Motors, N-2, Cidco,
Jalna Road, Aurangabad, Maharashtra
431003
0240-2489899|
9370032989|
dhootcomfort@yahoo.com", dhootcomfort@yahoo.com, 9370032989|
Maharashtra,Barshi,Guloul Road,"Babar Agencies
Mr Avinash Babar
3059,Guloul Road,Barshi
Guloul Road, Barshi, Maharashtra
413401
2184222777
9371332000
2184222666
babaravinash@rediffmail.com", babaravinash@rediffmail.com, 9371332000
Maharashtra,Bhiwandi,,"Amul Marketing
Tushar V Shah
Unit Nos BJ - 07 & 08, Rajlaxmi Commercial Complex, Opp. Jai Mata Di Complex, Village - Purna
Maharashtra
400071
25208121
9819997692|9029111232
25209751
amulmkt@gmail.com,tusharamul@gmail.com
Jumbo Distributors Pvt Ltd
Mr Bharat Jain
I/1/1 to 6, Sagar Complex, Thane(Nashik) Road, Tal
Bhiwandi, Bhiwandi, Maharashtra
421302
9167994912
sales@jumbodistributors.in"," amulmkt@gmail.com,tusharamul@gmail.com sales@jumbodistributors.in", 9819997692|9029111232 9167994912
Maharashtra,Bhiwandi,Bhiwandi,"Jumbo Distributors Pvt Ltd
Mr Bharat Jain
I/1/1 to 6, Sagar Complex, Thane(Nashik) Road, Tal
Bhiwandi, Bhiwandi, Maharashtra
421302
9167994912
sales@jumbodistributors.in", sales@jumbodistributors.in, 9167994912
Maharashtra,Chandrapur,Chota Bazar Chowk,"Raghukul Home Appliances
Mukesh Upadhyay
Chota Bazar Chowk, Chandrapur, Maharashtra
442402
07172-264505
9850407444
rhammc@yahoo.in", rhammc@yahoo.in, 9850407444
Maharashtra,Chandrapur,M.G. Road,"Mayur Appliances
Ms Bharti Narendra Umate|
Opp. Punjab National Bank, Main Raod, M.G Road, .,
M.G. Road, Chandrapur, Maharashtra
442402
07172-256142|
9422138252|58
07172-256142
N/A", N/A, 9422138252|58
Maharashtra,Chhindwara,Chhindwara,"Shakti Furniture
Deepak Popli
35, Patni Complex, Collectorate Road
Chhindwara, Chhindwara, Maharashtra
480001
07162-245630
shakticwa@gmail.com", shakticwa@gmail.com, 07162-245630
Maharashtra,Chhindwara,Main Road,No Dealers found,,
Maharashtra,Dhule,,"Bhagat Electronics
Sanjay N Bhagat
Parola Road, Dhule, Maharashtra
424001
2562240077
9422287177 |9823048077
sanjaybhagat3@rediffmail.com
Kayvee Enterprises
Vijaysingh Thansingh Jamadar
Lane No.1, Congress Bhawan Compound
Maharashtra
424001
02562-23677|02562-280217
9422787832
02562-280217
abhijit_jamadar@yahoo.com", sanjaybhagat3@rediffmail.com abhijit_jamadar@yahoo.com, 9422287177 |9823048077 9422787832
Maharashtra,Dhule,Parola Road,"Bhagat Electronics
Sanjay N Bhagat
Parola Road, Dhule, Maharashtra
424001
2562240077
9422287177 |9823048077
sanjaybhagat3@rediffmail.com", sanjaybhagat3@rediffmail.com, 9422287177 |9823048077
Maharashtra,Dombivli,Dombivli,"M/s.Success Airconditioning
Mr. Rajeev Kumar Nair|
A/4, Shiv Shankar Kurpa Buldg, Next To bharmin sabha Hall, Tilak Road, Dombivli (E),
Dombivli, Dombivli, Maharashtra
421201
0251-2444303|
9870075899|9773353264
successaircon@rediffmail.com", successaircon@rediffmail.com, 9870075899|9773353264
Maharashtra,Dombivli(E),,"Ganesh Engineers
Tukaram Nivrutti Jagtap
Banglow No 5B, Dnyaneshwar CHS, Regancy Estate, Golavali
Maharashtra
421203
9869469842|9324355074
tnjagtap_125@yahoo.com", tnjagtap_125@yahoo.com, 9869469842|9324355074
Maharashtra,Goa,Corlim,No Dealers found,,
Maharashtra,Goa,Mapusa,No Dealers found,,
Maharashtra,Goa,Margao,No Dealers found,,
Maharashtra,Goa,Margaon,No Dealers found,,
Maharashtra,Goa,Mormugao,"HTL Aircon Pvt Ltd
Lavinder Singh Duggal
4/267/49, kossambe Building,near Damodar Temple, Vasco Da Gama
Mormugao, Goa, Maharashtra
403802
022 - 42174738
chandrakant.htlaircon@gmail.com", chandrakant.htlaircon@gmail.com,
Maharashtra,Goa,Panaji,No Dealers found,,
Maharashtra,Goa,Porvorim,No Dealers found,,
Maharashtra,Goa,Rua De Ourem,No Dealers found,,
Maharashtra,Goa,St. Inez,No Dealers found,,
Maharashtra,Goa,Vasco Da Gama,No Dealers found,,
Maharashtra,Hoshangabad,Hoshangabad,"Elite Enterprises
Naved Khan
Behind Distt. Hospital
Hoshangabad, Hoshangabad, Maharashtra
461001
7574253455
eliteenterprises.hbd@gmail.com", eliteenterprises.hbd@gmail.com, 7574253455
Maharashtra,Ichalkaranji,,"Shri Samarth Refrigeration& Airconditioning
Mr. Prakash Laxman rokade
11/535 Neharu Nagar Shahpur Road
Maharashtra
0230-2432387
9823245455
pr_cool94@yahoo.com", pr_cool94@yahoo.com, 9823245455
Maharashtra,Jalgaon,Navi Peth,"Manomay Overseas
Mr Pratishek Kabra
Navi peth Near Golani Market behind might brothers, Jalgaon
Navi Peth, Jalgaon, Maharashtra
425001
0257 2236029
9423186090|9920046600
manomayelectronics@gmail.com", manomayelectronics@gmail.com, 9423186090|9920046600
Maharashtra,Jalgaon,Stadium Complex,"Vinod Engineering
Vinod Bhaskarrao Patil
A Wings, Basement - 04, Stadium Complex, Opp. SBI Main Branch
Stadium Complex, Jalgaon, Maharashtra
425001
0257-2262551
9763376354
om_vin123@yahoo.co.in", om_vin123@yahoo.co.in, 9763376354
Maharashtra,Jalgaon,Zillapeth,"Quality Sales
Mr Sanjay Mundada|Mr. Prakash (contact person)
149, Shantiniketan,
Zillapeth, Jalgaon, Maharashtra
425001
0257-2241633|
9422277963|9423978124
2225633/0257-2242049
qualityjalgaon1@gmail.com, qualityjalgaon@rediffmail.com"," qualityjalgaon1@gmail.com, qualityjalgaon@rediffmail.com", 9422277963|9423978124
Maharashtra,Kalyan (E),,"Abin Aircool Services
Mathew M John
Shop No 28/29, Sunrise Vally, Haji Malang Road
Maharashtra
9820335324
abinaircool@yahoo.in", abinaircool@yahoo.in, 9820335324
Maharashtra,Kalyan(w),"New Santoshi Mata Road, Kalayan","KKH Electronics
Mr Shivaji Pawar
Shop No 7,Ground Floor,Suresh Tower,New Santoshi Mata Road,Kalyan(w),Maharashtra
New Santoshi Mata Road, Kalayan, Kalyan(w), Maharashtra
2225246422
9870001987
shivaji.pawar79@rediffmail.com,sales.kkhenterprises@gmail.com"," shivaji.pawar79@rediffmail.com,sales.kkhenterprises@gmail.com", 9870001987
Maharashtra,Kolhapur,Nagar Society,"Grenesys Projects India Pvt Ltd
Pravin M Dhamanse
Yashodhan, Plot 333, R.K. No 5
Nagar Society, Kolhapur, Maharashtra
416007
9820456665
pravin.dhamanse@grenesys.com", pravin.dhamanse@grenesys.com,
Maharashtra,Kolhapur,New Shahupuri,"Kuling Services
Mr Atul D. Ingawale|-
G- 1, A-1/1 Patankar Park 204 E , ( Opp. Panchshill Hotel),
New Shahupuri, Kolhapur, Maharashtra
416001
0231-2690863|
9325753999|
0231-2690863
atulingawale@yahoo.co.in", atulingawale@yahoo.co.in, 9325753999|
Maharashtra,Kolhapur,Shahupuri,"Raja Kaka Electronics
Deepak K. Keshwani
765/E, Opp. Shahupuri 5th Lane, Kolhapur
Shahupuri, Kolhapur, Maharashtra
0231-2659898
9423043838
rajakakaelec@yahoo.co.in", rajakakaelec@yahoo.co.in, 9423043838
Maharashtra,Kolhapur,Ujalawadi,"Aircon Engineers & Services
Mr.Sandeep Baburao Hukkeri|Mr.Javed Abdulgani Parande
Plot no.5, Sny. No.47-B, 1/4 Court Colony, Airport Road
Ujalawadi, Kolhapur, Maharashtra
416004
0231-2537788
9823997788 / 9823819900
sandeep.hukkeri@gmail.com", sandeep.hukkeri@gmail.com, 9823997788 / 9823819900
Maharashtra,Latur,,"Pradnya Refrigeration Engineering
Prashant Ramesh Rao Bhoyarekar
Bhoyarekar Niwas, Mitra Nagar
Maharashtra
413531
2382246631
9422940850
pradnyaref@yahoo.co.in
Dhoot Airconditioning Co.
Sangita Ramniwas Dhoot|Ramniwas Shriram Dhoot
10-C, Old Adarsh Colony, Ausa Raod
Ausa Road, Latur, Maharashtra
413531
02382-225325
9422470224
raj.dhoot@rediffmail.com", pradnyaref@yahoo.co.in raj.dhoot@rediffmail.com, 9422940850 9422470224
Maharashtra,Latur,Ausa Road,"Dhoot Airconditioning Co.
Sangita Ramniwas Dhoot|Ramniwas Shriram Dhoot
10-C, Old Adarsh Colony, Ausa Raod
Ausa Road, Latur, Maharashtra
413531
02382-225325
9422470224
raj.dhoot@rediffmail.com", raj.dhoot@rediffmail.com, 9422470224
Maharashtra,Malegaon,Saraf bazar,"Malegaon Radio Stores
Sulochana Babulal Nanavati
H.No 43, Saraf Bazar
Saraf bazar, Malegaon, Maharashtra
423203
2554236446
9422246161
malegaonradiostores@gmail.com", malegaonradiostores@gmail.com, 9422246161
